	Dataset	dataset_name	chip_id	replicate_group_id	organism	sample_type	generic_sample_type	final_cell_type	parental_cell_type	sex	labelling	name	description	number of samples	sample types	platform	project	species	Detection threshold	Platform_Category	Platform_Colour	Platform_Symbol	display_metadata	tier1	tier2	tier3	facs_profile	celltype	sample_description	tissue_organism_part	Hover
1674120085_A;1000	1000.0	Watkins	1674120085_A	63182-661	Homo sapiens	granulocyte	CL:0000094		granulocyte	female		Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	CD166b+ Neutrophil:Eosinophil 70:30 Granulocyte  neonatal	in vivo	myeloid	granulocyte	CD66b+	granulocyte		blood	1000<br>Watkins<br>CD166b+ Neutrophil:Eosinophil 70:30 Granulocyte  neonatal<br>CD66b+<br>Microarray (Illumina HumanWG-6 V2)
1674120085_B;1000	1000.0	Watkins	1674120085_B	63182-142	Homo sapiens	monocyte	CL:0000576		monocyte	female		Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	CD14+ Monocyte  neonatal	in vivo	myeloid	monocyte	CD14+	monocyte		blood	1000<br>Watkins<br>CD14+ Monocyte  neonatal<br>CD14+<br>Microarray (Illumina HumanWG-6 V2)
1674120108_C;1000	1000.0	Watkins	1674120108_C	63118-141	Homo sapiens	monocyte	CL:0000576		monocyte	female		Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	CD14+ Monocyte  neonatal	in vivo	myeloid	monocyte	CD14+	monocyte		blood	1000<br>Watkins<br>CD14+ Monocyte  neonatal<br>CD14+<br>Microarray (Illumina HumanWG-6 V2)
1674120108_F;1000	1000.0	Watkins	1674120108_F	63118-660	Homo sapiens	granulocyte	CL:0000094		granulocyte	female		Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	CD166b+ Neutrophil:Eosinophil 82:18 Granulocyte  neonatal	in vivo	myeloid	granulocyte	CD66b+	granulocyte		blood	1000<br>Watkins<br>CD166b+ Neutrophil:Eosinophil 82:18 Granulocyte  neonatal<br>CD66b+<br>Microarray (Illumina HumanWG-6 V2)
1714460289_B;1000	1000.0	Watkins	1714460289_B	40-2339-EB	Homo sapiens	erythroblast	CL:0000765		erythroblast			Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	erythroblast	in vivo	myeloid	erythrocyte		erythroblast		bone marrow	1000<br>Watkins<br>erythroblast<br>nan<br>Microarray (Illumina HumanWG-6 V2)
1714460297_B;1000	1000.0	Watkins	1714460297_B	40-2167-EB	Homo sapiens	erythroblast	CL:0000765		erythroblast			Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	erythroblast	in vivo	myeloid	erythroblast		erythroblast		bone marrow	1000<br>Watkins<br>erythroblast<br>nan<br>Microarray (Illumina HumanWG-6 V2)
1714460297_D;1000	1000.0	Watkins	1714460297_D	40-2267-EB	Homo sapiens	erythroblast	CL:0000765		erythroblast			Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	erythroblast	in vivo	myeloid	erythroblast		erythroblast		bone marrow	1000<br>Watkins<br>erythroblast<br>nan<br>Microarray (Illumina HumanWG-6 V2)
1714460297_F;1000	1000.0	Watkins	1714460297_F	40-2513-EB	Homo sapiens	erythroblast	CL:0000765		erythroblast			Watkins	Hematopoiesis is a carefully controlled process that is regulated by complex networks of transcription factors that are, in part, controlled by signals resulting from ligand binding to cell-surface receptors. To further understand hematopoiesis, we have compared gene expression profiles of human erythroblasts, megakaryocytes, B cells, cytotoxic and helper T cells, natural killer cells, granulocytes, and monocytes using whole genome microarrays. A bioinformatics analysis of these data was performed focusing on transcription factors, immunoglobulin superfamily members, and lineage-specific transcripts. We observed that the numbers of lineage-specific genes varies by 2 orders of magnitude, ranging from 5 for cytotoxic T cells to 878 for granulocytes. In addition, we have identified novel coexpression patterns for key transcription factors involved in hematopoiesis (eg, GATA3-GFI1 and GATA2-KLF1). This study represents the most comprehensive analysis of gene expression in hematopoietic cells to date and has identified genes that play key roles in lineage commitment and cell function. The data, which are freely accessible, will be invaluable for future studies on hematopoiesis and the role of specific genes and will also aid the understanding of the recent genome-wide association studies. [Abstract from original publiction; Blood. 2009 May 7;113(19):e1-9. Epub 2009 Feb 19. Watkins_2009_19228925]	50.0	MK, erythroblast, B lymphocyte, Th, Tc, granulocyte, monocyte, NK	Microarray (Illumina HumanWG-6 V2)	leukomics	Homo sapiens	5.0	Illumina V2	rgb(0,0,0)	circle	erythroblast	in vivo	myeloid	erythroblast		erythroblast		bone marrow	1000<br>Watkins<br>erythroblast<br>nan<br>Microarray (Illumina HumanWG-6 V2)
3998755167_A;6612	6612.0	Minoda	3998755167_A	CD141+ polyIC+R848 rep 1	Homo sapiens	CD141+ polyIC+R848	CL:0002394		CD141+ dendritic cell			Minoda	"Human immune cell subsets develop in immunodeficient mice following reconstitution with human CD34+ hematopoietic stem cells. These ""humanized"" mice are useful models to study human immunology and human-tropic infections, autoimmunity, and cancer. However, some human immune cell subsets are unable to fully develop or acquire full functional capacity due to a lack of cross-reactivity of many growth factors and cytokines between species. Conventional dendritic cells (cDCs) in mice are categorized into cDC1, which mediate T helper (Th)1 and CD8+ T cell responses, and cDC2, which mediate Th2 and Th17 responses. The likely human equivalents are CD141+ DC and CD1c+ DC subsets for mouse cDC1 and cDC2, respectively, but the extent of any interspecies differences is poorly characterized. Here, we exploit the fact that human CD141+ DC and CD1c+ DC develop in humanized mice, to further explore their equivalency in vivo. Global transcriptome analysis of CD141+ DC and CD1c+ DC isolated from humanized mice demonstrated that they closely resemble those in human blood. Activation of DC subsets in vivo, with the TLR3 ligand poly I:C, and the TLR7/8 ligand R848 revealed that a core panel of genes consistent with DC maturation status were upregulated by both subsets. R848 specifically upregulated genes associated with Th17 responses by CD1c+ DC, while poly I:C upregulated IFN-Œª genes specifically by CD141+ DC. MYCL expression, known to be essential for CD8+ T cell priming by mouse DC, was specifically induced in CD141+ DC after activation. Concomitantly, CD141+ DC were superior to CD1c+ DC in their ability to prime na√Øve antigen-specific CD8+ T cells. Thus, CD141+ DC and CD1c+ DC share a similar activation profiles in vivo but also have induce unique signatures that support specialized roles in CD8+ T cell priming and Th17 responses, respectively. In combination, these data demonstrate that humanized mice provide an attractive and tractable model to study human DC in vitro and in vivo. Abstract from Front Immunol. 2017 Oct 30;8:1419. doi: 10.3389/fimmu.2017.01419."	19.0	CD141 untreated, CD141+ polyIC, CD141+ R848, CD141+ polyIC+R848, CD1c untreated, CD1c+ polyIC, CD1c+ R848, CD1c+ polyIC+R848	Microarray (Illumina HumanHT-12 V4)		Homo sapiens	3.6	Illumina V4	rgb(146,0,0)	diamond	TRDC HLA-DR+ CD141+ polyIC + R848 2h humanised mouse	in vivo	myeloid	CD141+ dendritic cell	HLA-DR+ CD141+	CD141+ dendritic cell	Humanised mouse bone marrow received 2 s.c. doses of human recombinant FLT3-L 4 days apart.  Mice were injected retro-orbitally with 50 µg poly IC and 20 µg R848 for 2 hours.	bone marrow	6612<br>Minoda<br>TRDC HLA-DR+ CD141+ polyIC + R848 2h humanised mouse<br>HLA-DR+ CD141+<br>Microarray (Illumina HumanHT-12 V4)
3998755167_D;6612	6612.0	Minoda	3998755167_D	CD1c+ R848 rep 1	Homo sapiens	CD1c+ R848	CL:0002399		CD1c+ dendritic cell			Minoda	"Human immune cell subsets develop in immunodeficient mice following reconstitution with human CD34+ hematopoietic stem cells. These ""humanized"" mice are useful models to study human immunology and human-tropic infections, autoimmunity, and cancer. However, some human immune cell subsets are unable to fully develop or acquire full functional capacity due to a lack of cross-reactivity of many growth factors and cytokines between species. Conventional dendritic cells (cDCs) in mice are categorized into cDC1, which mediate T helper (Th)1 and CD8+ T cell responses, and cDC2, which mediate Th2 and Th17 responses. The likely human equivalents are CD141+ DC and CD1c+ DC subsets for mouse cDC1 and cDC2, respectively, but the extent of any interspecies differences is poorly characterized. Here, we exploit the fact that human CD141+ DC and CD1c+ DC develop in humanized mice, to further explore their equivalency in vivo. Global transcriptome analysis of CD141+ DC and CD1c+ DC isolated from humanized mice demonstrated that they closely resemble those in human blood. Activation of DC subsets in vivo, with the TLR3 ligand poly I:C, and the TLR7/8 ligand R848 revealed that a core panel of genes consistent with DC maturation status were upregulated by both subsets. R848 specifically upregulated genes associated with Th17 responses by CD1c+ DC, while poly I:C upregulated IFN-Œª genes specifically by CD141+ DC. MYCL expression, known to be essential for CD8+ T cell priming by mouse DC, was specifically induced in CD141+ DC after activation. Concomitantly, CD141+ DC were superior to CD1c+ DC in their ability to prime na√Øve antigen-specific CD8+ T cells. Thus, CD141+ DC and CD1c+ DC share a similar activation profiles in vivo but also have induce unique signatures that support specialized roles in CD8+ T cell priming and Th17 responses, respectively. In combination, these data demonstrate that humanized mice provide an attractive and tractable model to study human DC in vitro and in vivo. Abstract from Front Immunol. 2017 Oct 30;8:1419. doi: 10.3389/fimmu.2017.01419."	19.0	CD141 untreated, CD141+ polyIC, CD141+ R848, CD141+ polyIC+R848, CD1c untreated, CD1c+ polyIC, CD1c+ R848, CD1c+ polyIC+R848	Microarray (Illumina HumanHT-12 V4)		Homo sapiens	3.6	Illumina V4	rgb(146,0,0)	diamond	TRDC HLA-DR+ CD1c+ R848 2h humanised mouse	in vivo	myeloid	CD1c+ dendritic cell	HLA-DR+ CD1c+	CD1c+ dendritic cell	Humanised mouse bone marrow received 2 s.c. doses of human recombinant FLT3-L 4 days apart.  Mice were injected retro-orbitally with 20 µg R848 for 2 hours.	bone marrow	6612<br>Minoda<br>TRDC HLA-DR+ CD1c+ R848 2h humanised mouse<br>HLA-DR+ CD1c+<br>Microarray (Illumina HumanHT-12 V4)
3998755167_F;6612	6612.0	Minoda	3998755167_F	CD141+ polyIC+R848 rep 2	Homo sapiens	CD141+ polyIC+R848	CL:0002394		CD141+ dendritic cell			Minoda	"Human immune cell subsets develop in immunodeficient mice following reconstitution with human CD34+ hematopoietic stem cells. These ""humanized"" mice are useful models to study human immunology and human-tropic infections, autoimmunity, and cancer. However, some human immune cell subsets are unable to fully develop or acquire full functional capacity due to a lack of cross-reactivity of many growth factors and cytokines between species. Conventional dendritic cells (cDCs) in mice are categorized into cDC1, which mediate T helper (Th)1 and CD8+ T cell responses, and cDC2, which mediate Th2 and Th17 responses. The likely human equivalents are CD141+ DC and CD1c+ DC subsets for mouse cDC1 and cDC2, respectively, but the extent of any interspecies differences is poorly characterized. Here, we exploit the fact that human CD141+ DC and CD1c+ DC develop in humanized mice, to further explore their equivalency in vivo. Global transcriptome analysis of CD141+ DC and CD1c+ DC isolated from humanized mice demonstrated that they closely resemble those in human blood. Activation of DC subsets in vivo, with the TLR3 ligand poly I:C, and the TLR7/8 ligand R848 revealed that a core panel of genes consistent with DC maturation status were upregulated by both subsets. R848 specifically upregulated genes associated with Th17 responses by CD1c+ DC, while poly I:C upregulated IFN-Œª genes specifically by CD141+ DC. MYCL expression, known to be essential for CD8+ T cell priming by mouse DC, was specifically induced in CD141+ DC after activation. Concomitantly, CD141+ DC were superior to CD1c+ DC in their ability to prime na√Øve antigen-specific CD8+ T cells. Thus, CD141+ DC and CD1c+ DC share a similar activation profiles in vivo but also have induce unique signatures that support specialized roles in CD8+ T cell priming and Th17 responses, respectively. In combination, these data demonstrate that humanized mice provide an attractive and tractable model to study human DC in vitro and in vivo. Abstract from Front Immunol. 2017 Oct 30;8:1419. doi: 10.3389/fimmu.2017.01419."	19.0	CD141 untreated, CD141+ polyIC, CD141+ R848, CD141+ polyIC+R848, CD1c untreated, CD1c+ polyIC, CD1c+ R848, CD1c+ polyIC+R848	Microarray (Illumina HumanHT-12 V4)		Homo sapiens	3.6	Illumina V4	rgb(146,0,0)	diamond	TRDC HLA-DR+ CD141+ polyIC + R848 2h humanised mouse	in vivo	myeloid	CD141+ dendritic cell	HLA-DR+ CD141+	CD141+ dendritic cell	Humanised mouse bone marrow received 2 s.c. doses of human recombinant FLT3-L 4 days apart.  Mice were injected retro-orbitally with 50 µg poly IC and 20 µg R848 for 2 hours.	bone marrow	6612<br>Minoda<br>TRDC HLA-DR+ CD141+ polyIC + R848 2h humanised mouse<br>HLA-DR+ CD141+<br>Microarray (Illumina HumanHT-12 V4)
3998755167_G;6612	6612.0	Minoda	3998755167_G	CD1c untreated rep 1	Homo sapiens	CD1c untreated	CL:0002399		CD1c+ dendritic cell			Minoda	"Human immune cell subsets develop in immunodeficient mice following reconstitution with human CD34+ hematopoietic stem cells. These ""humanized"" mice are useful models to study human immunology and human-tropic infections, autoimmunity, and cancer. However, some human immune cell subsets are unable to fully develop or acquire full functional capacity due to a lack of cross-reactivity of many growth factors and cytokines between species. Conventional dendritic cells (cDCs) in mice are categorized into cDC1, which mediate T helper (Th)1 and CD8+ T cell responses, and cDC2, which mediate Th2 and Th17 responses. The likely human equivalents are CD141+ DC and CD1c+ DC subsets for mouse cDC1 and cDC2, respectively, but the extent of any interspecies differences is poorly characterized. Here, we exploit the fact that human CD141+ DC and CD1c+ DC develop in humanized mice, to further explore their equivalency in vivo. Global transcriptome analysis of CD141+ DC and CD1c+ DC isolated from humanized mice demonstrated that they closely resemble those in human blood. Activation of DC subsets in vivo, with the TLR3 ligand poly I:C, and the TLR7/8 ligand R848 revealed that a core panel of genes consistent with DC maturation status were upregulated by both subsets. R848 specifically upregulated genes associated with Th17 responses by CD1c+ DC, while poly I:C upregulated IFN-Œª genes specifically by CD141+ DC. MYCL expression, known to be essential for CD8+ T cell priming by mouse DC, was specifically induced in CD141+ DC after activation. Concomitantly, CD141+ DC were superior to CD1c+ DC in their ability to prime na√Øve antigen-specific CD8+ T cells. Thus, CD141+ DC and CD1c+ DC share a similar activation profiles in vivo but also have induce unique signatures that support specialized roles in CD8+ T cell priming and Th17 responses, respectively. In combination, these data demonstrate that humanized mice provide an attractive and tractable model to study human DC in vitro and in vivo. Abstract from Front Immunol. 2017 Oct 30;8:1419. doi: 10.3389/fimmu.2017.01419."	19.0	CD141 untreated, CD141+ polyIC, CD141+ R848, CD141+ polyIC+R848, CD1c untreated, CD1c+ polyIC, CD1c+ R848, CD1c+ polyIC+R848	Microarray (Illumina HumanHT-12 V4)		Homo sapiens	3.6	Illumina V4	rgb(146,0,0)	diamond	TRDC HLA-DR+ CD1c+  humanised mouse	in vivo	myeloid	CD1c+ dendritic cell	HLA-DR+ CD1c+	CD1c+ dendritic cell	Humanised mouse bone marrow received 2 s.c. doses of human recombinant FLT3-L 4 days apart. 	bone marrow	6612<br>Minoda<br>TRDC HLA-DR+ CD1c+  humanised mouse<br>HLA-DR+ CD1c+<br>Microarray (Illumina HumanHT-12 V4)
